Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
CDH1	ENAH	->	activate	Activation			
CDH1	F2RL2	->	complex (Complex interaction)	Activation			
CDH1	JUP	->	PPrel: binding/association; complex; input (Binding/Association)	Activation			
CDH1	LIMA1	->	complex; input (Complex interaction)	Activation			
CDH1	PARD6A	->	complex (Complex interaction)	Activation			
CDH1	PCDH1	->	input (Input/Compound interaction)	Activation			
CDH1	PCDH7	->	input (Input/Compound interaction)	Activation			
CDH1	PCDH9	->	input (Input/Compound interaction)	Activation			
CDH1	PLEKHA7	->	activate	Activation			
CDH11	CDH19	->	input (Input/Compound interaction)	Activation			
CDH11	CDH4	->	input (Input/Compound interaction)	Activation			
CDH11	CELSR1	->	input (Input/Compound interaction)	Activation			
CDH11	JUP	->	complex; input (Complex interaction)	Activation			
CDH11	PCDH1	->	input (Input/Compound interaction)	Activation			
CDH11	PCDH7	->	input (Input/Compound interaction)	Activation			
CDH11	PCDH9	->	input (Input/Compound interaction)	Activation			
CDH19	CDH4	->	input (Input/Compound interaction)	Activation			
CDH19	CELSR1	->	input (Input/Compound interaction)	Activation			
CDH19	PCDH1	->	input (Input/Compound interaction)	Activation			
CDH19	PCDH7	->	input (Input/Compound interaction)	Activation			
CDH19	PCDH9	->	input (Input/Compound interaction)	Activation			
CDH4	CELSR1	->	input (Input/Compound interaction)	Activation			
CDH4	JUP	->	complex; input (Complex interaction)	Activation			
CDH4	PCDH1	->	input (Input/Compound interaction)	Activation			
CDH4	PCDH7	->	input (Input/Compound interaction)	Activation			
CDH4	PCDH9	->	input (Input/Compound interaction)	Activation			
CDON	GAS8	->	reaction (Complex interaction)	Activation			
CDON	GLI2	->	activate	Activation			
CDON	KIF3A	->	reaction (Complex interaction)	Activation			
CDON	PTCH2	->	PPrel: binding/association (Binding/Association)	Activation			
CDON	SPAG9	->	complex; input (Complex interaction)	Activation			
CEACAM1	FN1	->	activate	Activation			
CELSR1	PCDH1	->	input (Input/Compound interaction)	Activation			
CELSR1	PCDH7	->	input (Input/Compound interaction)	Activation			
CELSR1	PCDH9	->	input (Input/Compound interaction)	Activation			
CFLAR	BIRC3	->	activated by; inhibite (Target activates Source)	Activation			
CFLAR	TNFSF10	-|	activated by; complex; inhibit; input; reaction (Source inhibits Target)	Inhibition			
CGA	GIPR	->	PPrel: activation	Activation			
CGA	HSD17B3	->	activate	Activation			
CGA	HSD3B1	->	activate	Activation			
CGA	PTGER2	->	PPrel: activation	Activation			
CGN	F11R	->	complex (Complex interaction)	Activation			
CGN	PARD6A	->	complex (Complex interaction)	Activation			
CHML	RAB27A	->	complex (Complex interaction)	Activation			
CHML	RAB3A	->	complex; input (Complex interaction)	Activation			
CHPF	CSPG4	->	catalyze	Activation			
CHRDL1	RGMB	->	input (Input/Compound interaction)	Activation			
CHST11	CSPG4	->	catalyze	Activation			
CHST2	LUM	->	catalyze	Activation			
CIITA	COL1A1	-|			Repression	-|	1.0
CIITA	COL1A2	-|			Repression	-|	1.0
CIITA	HLA-A	->			Activation	->	1.0
CIITA	HLA-B	->			Activation	->	1.0
CIITA	HLA-C	->			Activation	->	1.0
CIITA	HLA-DMA	->			Activation	->	1.0
CIITA	HLA-DMB	->	GErel: expression	Activation	Activation	->	1.0
CIITA	HLA-DOA	->	GErel: expression	Activation	Activation	->	1.0
CIITA	HLA-DOB	->			Activation	->	1.0
CIITA	HLA-DPA1	->	GErel: expression	Activation			
CIITA	HLA-DPB1	->	GErel: expression	Activation			
CIITA	HLA-DRA	->	GErel: expression	Activation	Activation	->	1.0
CIITA	HLA-DRB1	->	GErel: expression	Activation			
CIITA	HLA-DRB5	->	GErel: expression	Activation			
CIITA	IL4	-|			Repression	-|	1.0
CIITA	MMP9	-|			Repression	-|	1.0
CIITA	PSMC5	->			Activation	->	1.0
CIITA	S100A4	-|			Repression	-|	1.0
CIITA	SIRT1	-|			Repression	-|	1.0
CITED2	BNIP3L	-|	GErel: repressed by (Target inhibits Source)	Inhibition			
CITED2	JUN	->	activate; inhibited by (Source activates Target)	Activation			
CITED2	MMP1	-|			Repression	-|	1.0
CITED2	MMP13	-|			Repression	-|	1.0
CITED2	TFAP2C	->	complex; input (Complex interaction)	Activation			
CLDN1	F11R	->	complex; input (Complex interaction)	Activation			
CLDN1	TJP3	->	PPrel: binding/association (Binding/Association)	Activation			
CLDN4	TJP3	->	PPrel: binding/association (Binding/Association)	Activation			
CLIC5	EPB41L1	->	complex (Complex interaction)	Activation			
CLIC5	GSN	->	complex (Complex interaction)	Activation			
CLIC5	MPP1	->	complex (Complex interaction)	Activation			
CLIC5	MSN	->	complex (Complex interaction)	Activation			
CLIC5	MYO7A	->	complex (Complex interaction)	Activation			
CLU	SEMG1	->	complex (Complex interaction)	Activation			
CNTN1	L1CAM	->	complex; input (Complex interaction)	Activation			
CNTN1	NOTCH2	->	complex; input (Complex interaction)	Activation			
CNTN1	NRCAM	->	PPrel: activation	Activation			
COL12A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL12A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL12A1	FN1	->	complex (Complex interaction)	Activation			
COL12A1	ITGA2	->	complex; input (Complex interaction)	Activation			
COL12A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL12A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL12A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL12A1	LAMA1	->	complex (Complex interaction)	Activation			
COL12A1	LAMA3	->	complex (Complex interaction)	Activation			
COL12A1	LAMA5	->	complex (Complex interaction)	Activation			
COL12A1	LAMB2	->	complex (Complex interaction)	Activation			
COL12A1	LAMC2	->	complex (Complex interaction)	Activation			
COL17A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL17A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL17A1	FN1	->	complex (Complex interaction)	Activation			
COL17A1	ITGA2	->	complex; input (Complex interaction)	Activation			
COL17A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL17A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL17A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL17A1	LAMA1	->	complex (Complex interaction)	Activation			
COL17A1	LAMA3	->	complex; input (Complex interaction)	Activation			
COL17A1	LAMA5	->	complex (Complex interaction)	Activation			
COL17A1	LAMB2	->	complex (Complex interaction)	Activation			
COL17A1	LAMC2	->	complex; input (Complex interaction)	Activation			
COL27A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL27A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL27A1	FN1	->	complex (Complex interaction)	Activation			
COL27A1	ITGA2	->	complex; input (Complex interaction)	Activation			
COL27A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL27A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL27A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL27A1	LAMA1	->	complex (Complex interaction)	Activation			
COL27A1	LAMA3	->	complex (Complex interaction)	Activation			
COL27A1	LAMA5	->	complex (Complex interaction)	Activation			
COL27A1	LAMB2	->	complex (Complex interaction)	Activation			
COL27A1	LAMC2	->	complex (Complex interaction)	Activation			
COL3A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL3A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL3A1	FN1	->	complex (Complex interaction)	Activation			
COL3A1	ITGA2	->	PPrel: activation; complex; input	Activation			
COL3A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL3A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL3A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL3A1	LAMA1	->	complex (Complex interaction)	Activation			
COL3A1	LAMA3	->	complex (Complex interaction)	Activation			
COL3A1	LAMA5	->	complex (Complex interaction)	Activation			
COL3A1	LAMB2	->	complex (Complex interaction)	Activation			
COL3A1	LAMC2	->	complex (Complex interaction)	Activation			
COL4A3	CD44	->	PPrel: activated by (Swapped)	Activation			
COL4A3	COL4A4	->	complex; input (Complex interaction)	Activation			
COL4A3	COL4A5	->	complex; input (Complex interaction)	Activation			
COL4A3	COL4A6	->	complex; input (Complex interaction)	Activation			
COL4A3	DMBT1	->	complex; input (Complex interaction)	Activation			
COL4A3	FLNB	->	complex; input (Complex interaction)	Activation			
COL4A3	FN1	->	complex (Complex interaction)	Activation			
COL4A3	ITGA2	->	PPrel: activation; complex; input	Activation			
COL4A3	ITGA6	->	PPrel: activation; complex; input	Activation			
COL4A3	ITGB3	->	PPrel: activation; complex; input	Activation			
COL4A3	ITGB8	->	PPrel: activation; complex; input	Activation			
COL4A3	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL4A3	LAMA1	->	complex (Complex interaction)	Activation			
COL4A3	LAMA3	->	complex (Complex interaction)	Activation			
COL4A3	LAMA5	->	complex (Complex interaction)	Activation			
COL4A3	LAMB2	->	complex (Complex interaction)	Activation			
COL4A3	LAMC2	->	complex (Complex interaction)	Activation			
COL4A3	PDGFA	->	complex; input (Complex interaction)	Activation			
COL4A3	PDGFB	->	complex; input (Complex interaction)	Activation			
COL4A4	CD44	->	PPrel: activated by (Swapped)	Activation			
COL4A4	COL4A5	->	complex; input (Complex interaction)	Activation			
COL4A4	COL4A6	->	complex; input (Complex interaction)	Activation			
COL4A4	DMBT1	->	complex; input (Complex interaction)	Activation			
COL4A4	FLNB	->	complex; input (Complex interaction)	Activation			
COL4A4	FN1	->	complex (Complex interaction)	Activation			
COL4A4	ITGA2	->	PPrel: activation; complex; input	Activation			
COL4A4	ITGA6	->	PPrel: activation; complex; input	Activation			
COL4A4	ITGB3	->	PPrel: activation; complex; input	Activation			
COL4A4	ITGB8	->	PPrel: activation; complex; input	Activation			
COL4A4	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL4A4	LAMA1	->	complex (Complex interaction)	Activation			
COL4A4	LAMA3	->	complex (Complex interaction)	Activation			
COL4A4	LAMA5	->	complex (Complex interaction)	Activation			
COL4A4	LAMB2	->	complex (Complex interaction)	Activation			
COL4A4	LAMC2	->	complex (Complex interaction)	Activation			
COL4A4	PDGFA	->	complex; input (Complex interaction)	Activation			
COL4A4	PDGFB	->	complex; input (Complex interaction)	Activation			
COL4A5	CD44	->	PPrel: activated by (Swapped)	Activation			
COL4A5	COL4A6	->	complex; input (Complex interaction)	Activation			
COL4A5	DMBT1	->	complex; input (Complex interaction)	Activation			
COL4A5	FLNB	->	complex; input (Complex interaction)	Activation			
COL4A5	FN1	->	complex (Complex interaction)	Activation			
COL4A5	ITGA2	->	PPrel: activation; complex; input	Activation			
COL4A5	ITGA6	->	PPrel: activation; complex; input	Activation			
COL4A5	ITGB3	->	PPrel: activation; complex; input	Activation			
COL4A5	ITGB8	->	PPrel: activation; complex; input	Activation			
COL4A5	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL4A5	LAMA1	->	complex (Complex interaction)	Activation			
COL4A5	LAMA3	->	complex (Complex interaction)	Activation			
COL4A5	LAMA5	->	complex (Complex interaction)	Activation			
COL4A5	LAMB2	->	complex (Complex interaction)	Activation			
COL4A5	LAMC2	->	complex (Complex interaction)	Activation			
COL4A5	PDGFA	->	complex; input (Complex interaction)	Activation			
COL4A5	PDGFB	->	complex; input (Complex interaction)	Activation			
COL4A6	CD44	->	PPrel: activated by (Swapped)	Activation			
COL4A6	DMBT1	->	complex; input (Complex interaction)	Activation			
COL4A6	FLNB	->	complex; input (Complex interaction)	Activation			
COL4A6	FN1	->	complex (Complex interaction)	Activation			
COL4A6	ITGA2	->	PPrel: activation; complex; input	Activation			
COL4A6	ITGA6	->	PPrel: activation; complex; input	Activation			
COL4A6	ITGB3	->	PPrel: activation; complex; input	Activation			
COL4A6	ITGB8	->	PPrel: activation; complex; input	Activation			
COL4A6	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL4A6	LAMA1	->	complex (Complex interaction)	Activation			
COL4A6	LAMA3	->	complex (Complex interaction)	Activation			
COL4A6	LAMA5	->	complex (Complex interaction)	Activation			
COL4A6	LAMB2	->	complex (Complex interaction)	Activation			
COL4A6	LAMC2	->	complex (Complex interaction)	Activation			
COL5A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL5A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL5A1	FN1	->	complex (Complex interaction)	Activation			
COL5A1	ITGA2	->	complex; input (Complex interaction)	Activation			
COL5A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL5A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL5A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL5A1	LAMA1	->	complex (Complex interaction)	Activation			
COL5A1	LAMA3	->	complex (Complex interaction)	Activation			
COL5A1	LAMA5	->	complex (Complex interaction)	Activation			
COL5A1	LAMB2	->	complex (Complex interaction)	Activation			
COL5A1	LAMC2	->	complex (Complex interaction)	Activation			
COL6A2	CD44	->	PPrel: activated by (Swapped)	Activation			
COL6A2	COL6A3	->	complex; input (Complex interaction)	Activation			
COL6A2	DMBT1	->	complex; input (Complex interaction)	Activation			
COL6A2	FLNB	->	complex; input (Complex interaction)	Activation			
COL6A2	FN1	->	complex (Complex interaction)	Activation			
COL6A2	ITGA2	->	PPrel: activation; complex; input	Activation			
COL6A2	ITGA6	->	PPrel: activation; complex; input	Activation			
COL6A2	ITGB3	->	PPrel: activation	Activation			
COL6A2	ITGB8	->	PPrel: activation; complex; input	Activation			
COL6A2	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL6A2	LAMA1	->	complex (Complex interaction)	Activation			
COL6A2	LAMA3	->	complex (Complex interaction)	Activation			
COL6A2	LAMA5	->	complex (Complex interaction)	Activation			
COL6A2	LAMB2	->	complex (Complex interaction)	Activation			
COL6A2	LAMC2	->	complex (Complex interaction)	Activation			
COL6A2	PDGFA	->	complex; input (Complex interaction)	Activation			
COL6A2	PDGFB	->	complex; input (Complex interaction)	Activation			
COL6A3	CD44	->	PPrel: activated by (Swapped)	Activation			
COL6A3	DMBT1	->	complex; input (Complex interaction)	Activation			
COL6A3	FLNB	->	complex; input (Complex interaction)	Activation			
COL6A3	FN1	->	complex (Complex interaction)	Activation			
COL6A3	ITGA2	->	PPrel: activation; complex; input	Activation			
COL6A3	ITGA6	->	PPrel: activation; complex; input	Activation			
COL6A3	ITGB3	->	PPrel: activation	Activation			
COL6A3	ITGB8	->	PPrel: activation; complex; input	Activation			
COL6A3	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL6A3	LAMA1	->	complex (Complex interaction)	Activation			
COL6A3	LAMA3	->	complex (Complex interaction)	Activation			
COL6A3	LAMA5	->	complex (Complex interaction)	Activation			
COL6A3	LAMB2	->	complex (Complex interaction)	Activation			
COL6A3	LAMC2	->	complex (Complex interaction)	Activation			
COL6A3	PDGFA	->	complex; input (Complex interaction)	Activation			
COL6A3	PDGFB	->	complex; input (Complex interaction)	Activation			
COL8A1	DMBT1	->	complex; input (Complex interaction)	Activation			
COL8A1	FLNB	->	complex; input (Complex interaction)	Activation			
COL8A1	FN1	->	complex (Complex interaction)	Activation			
COL8A1	ITGA2	->	complex; input (Complex interaction)	Activation			
COL8A1	ITGA6	->	complex; input (Complex interaction)	Activation			
COL8A1	ITGB8	->	complex; input (Complex interaction)	Activation			
COL8A1	ITGBL1	->	complex; input (Complex interaction)	Activation			
COL8A1	LAMA1	->	complex (Complex interaction)	Activation			
COL8A1	LAMA3	->	complex (Complex interaction)	Activation			
COL8A1	LAMA5	->	complex (Complex interaction)	Activation			
COL8A1	LAMB2	->	complex (Complex interaction)	Activation			
COL8A1	LAMC2	->	complex (Complex interaction)	Activation			
COQ10B	NDUFC2	->	activate	Activation			
CRADD	BID	->	activated by (Swapped)	Activation			
CRADD	MADD	->	complex; input (Complex interaction)	Activation			
CRADD	SMPD1	->	activate	Activation			
CRADD	SMPD3	->	activate	Activation			
CRADD	TNFRSF1A	->	complex; input; reaction (Complex interaction)	Activation			
CRB3	PARD6A	->	PPrel: binding/association (Binding/Association)	Activation			
CREB3L1	EGR1	->	GErel: expression	Activation			
CREB3L1	JUN	->	GErel: expression	Activation			
CREB3L1	NCEH1	->	GErel: expression	Activation			
CREB3L1	PPARGC1A	->	GErel: expression; PPrel: activation, indirect effect	Activation			
CREB3L1	SLC1A4	-|			Repression	-|	1.0
CREB3L1	TAF4B	->	complex (Complex interaction)	Activation			
CREB3L1	VEGFA	->	GErel: expression	Activation			
CREG1	HSPA4	-|			Repression	-|	1.0
CSF3	EPOR	->	PPrel: activation	Activation			
CSF3	IFNAR2	->	PPrel: activation	Activation			
CSF3	IFNGR2	->	PPrel: activation	Activation			
CSF3	IFNLR1	->	PPrel: activation	Activation			
CSF3	IL6R	->	PPrel: activation	Activation			
CSF3	JAK1	->	PPrel: activation; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
CSF3	LIFR	->	PPrel: activation	Activation			
CSF3	SOCS3	->	complex; input; reaction (Complex interaction)	Activation			
CTSC	BID	->	PPrel: activated by (Swapped)	Activation			
CTSC	BIRC3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
CTSS	BID	->	PPrel: activated by (Swapped)	Activation			
CTSS	BIRC3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
CTSS	CD74	->	PPrel: activated by; catalyzed by (Swapped)	Activation			
CTSS	HLA-DPA1	->	catalyze	Activation			
CTSS	HLA-DPB1	->	catalyze	Activation			
CTSS	HLA-DRA	->	catalyze	Activation			
CTSS	HLA-DRB1	->	catalyze	Activation			
CTSS	HLA-DRB5	->	catalyze	Activation			
CTSS	HSPG2	->	catalyze	Activation			
CUL4B	ERCC6	->	complex; input (Complex interaction)	Activation			
CXCL16	CCR1	->	PPrel: activated binding/association (Swapped)	Activation			
CXCL16	CXCR4	->	PPrel: activation, binding/association	Activation			
CXCR4	EDN1	->	complex; input (Complex interaction)	Activation			
CXCR4	GNA15	->	PPrel: activation; complex	Activation			
CXCR4	PTPN6	->	complex; input (Complex interaction)	Activation			
CXCR4	ROBO1	->	complex; input (Complex interaction)	Activation			
