source	target	interaction	Annotation	Regulation
ITGA6	ITGB8	->	complex (Complex interaction)	Activation
ITGA6	ITGBL1	->	complex (Complex interaction)	Activation
LAMA1	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
LAMA3	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
LAMA5	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
LAMB2	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
LAMC2	ITGA6	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
ITGA6	MDK	->	complex; input (Complex interaction)	Activation
PTK2B	ITGA6	->	catalyzed by; complex; input (Swapped)	Activation
THBS2	ITGA6	->	PPrel: activated by; complex; input (Swapped)	Activation
VTN	ITGA6	->	PPrel: activated by (Swapped)	Activation
JUN	ITGB3	->	GErel: expression by (Swapped)	Activation
ITGB3	KDR	->	PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
KDR	ITGB3	->	PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
ITGB3	L1CAM	->	complex; input (Complex interaction)	Activation
LAMA1	ITGB3	->	PPrel: activated by (Swapped)	Activation
LAMA3	ITGB3	->	PPrel: activated by (Swapped)	Activation
LAMA5	ITGB3	->	PPrel: activated by (Swapped)	Activation
LAMB2	ITGB3	->	PPrel: activated by (Swapped)	Activation
LAMC2	ITGB3	->	PPrel: activated by (Swapped)	Activation
LRP1	ITGB3	->	activated by (Swapped)	Activation
NFATC1	ITGB3	->	GErel: expression by (Swapped)	Activation
ITGB3	PDGFB	->	complex; input (Complex interaction)	Activation
PECAM1	ITGB3	->	PPrel: activated, indirect effect; complex; input (Swapped)	Activation
ITGB3	PLAU	->	complex; input (Complex interaction)	Activation
ITGB3	PLCD4	->	PPrel: activation, indirect effect	Activation
ITGB3	PLCE1	->	PPrel: activation, indirect effect	Activation
ITGB3	PLCG1	->	PPrel: activation, indirect effect	Activation
ITGB3	PRKCG	->	PPrel: binding/association (Binding/Association)	Activation
ITGB3	PTK2B	->	activate; complex; input	Activation
ITGB3	PVR	->	complex; input (Complex interaction)	Activation
ITGB3	SERPINE1	->	complex; input (Complex interaction)	Activation
ITGB3	TGFB3	->	complex; input (Complex interaction)	Activation
THBS2	ITGB3	->	PPrel: activated by (Swapped)	Activation
ITGB3	VEGFA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
VEGFA	ITGB3	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
VTN	ITGB3	->	PPrel: activated by; activated by; complex; input; reaction (Swapped)	Activation
LAMA1	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA3	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA5	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMB2	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMC2	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
ITGB8	PRKCG	->	PPrel: binding/association (Binding/Association)	Activation
PTK2B	ITGB8	->	catalyzed by; complex; input (Swapped)	Activation
ITGB8	TGFB3	->	complex; input (Complex interaction)	Activation
THBS2	ITGB8	->	PPrel: activated by (Swapped)	Activation
VTN	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation
ITGBL1	LAMA1	->	complex; input (Complex interaction)	Activation
ITGBL1	LAMA3	->	complex; input (Complex interaction)	Activation
ITGBL1	LAMA5	->	complex; input (Complex interaction)	Activation
ITGBL1	LAMB2	->	complex; input (Complex interaction)	Activation
ITGBL1	LAMC2	->	complex; input (Complex interaction)	Activation
PTK2B	ITGBL1	->	catalyzed by; complex; input (Swapped)	Activation
ITSN1	KIAA0319	->	complex; input (Complex interaction)	Activation
ITSN1	REPS2	->	complex; input (Complex interaction)	Activation
ITSN1	RHOB	->	catalyze	Activation
ITSN1	SCARB2	->	complex; input (Complex interaction)	Activation
ITSN1	SH3KBP1	->	complex; input (Complex interaction)	Activation
ITSN1	STAM	->	complex; input (Complex interaction)	Activation
ITSN1	SYNJ1	->	complex; input (Complex interaction)	Activation
ITSN1	SYNJ2	->	complex; input (Complex interaction)	Activation
ITSN1	SYT2	->	complex; input (Complex interaction)	Activation
ITSN1	TGFA	->	complex; input (Complex interaction)	Activation
KDR	JAK1	->	PPrel: activated by (Swapped)	Activation
JAK1	LIF	->	complex; input (Complex interaction)	Activation
LIFR	JAK1	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation
PDGFA	JAK1	->	catalyzed by (Swapped)	Activation
PDGFD	JAK1	->	catalyzed by (Swapped)	Activation
JAK1	PTK2B	->	complex; input (Complex interaction)	Activation
JAK1	PTPN6	->	PPrel: inhibited by, dephosphorylation; activate; catalyzed by; complex; inhibited by; input; reaction	Activation
JAK1	SMPD1	->	activate	Activation
SOCS2	JAK1	-|	PPrel: inhibited by; complex; input (Target inhibits Source)	Inhibition
JAK1	SOCS3	->	PPrel: binding/association; PPrel: inhibited by; activate; complex; input; reaction (Source activates Target)	Activation
SOCS3	JAK1	-|	PPrel: binding/association; PPrel: inhibited by; activate; complex; input; reaction (Target inhibits Source)	Inhibition
STAM	JAK1	->	PPrel: activated by; complex; input (Swapped)	Activation
JAK1	STAT4	->	PPrel: activation; PPrel: activation, phosphorylation; complex; input	Activation
USP18	JAK1	->	catalyzed by (Swapped)	Activation
JUN	KRT16	->	expression regulates	Activation
LEF1	JUN	->	GErel: expression by (Swapped)	Activation
JUN	LMO2	->	expression regulates	Activation
JUN	LOX	->	expression regulates	Activation
JUN	LPAR1	->	activated by; expression regulates (Bidirectional Activation)	Activation
LPAR1	JUN	->	activated by; expression regulates (Bidirectional Activation)	Activation
LPAR2	JUN	->	activated by (Swapped)	Activation
MAPK13	JUN	->	PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect (Swapped)	Activation
JUN	MAT2A	->	expression regulates	Activation
JUN	MECOM	->	reaction (Complex interaction)	Activation
JUN	MEF2C	->	reaction (Complex interaction)	Activation
JUN	MGP	->	expression regulates	Activation
JUN	MMP12	->	expression regulates	Activation
JUN	MMP3	->	expression regulates	Activation
JUN	MT1A	->	expression regulates	Activation
JUN	MYC	->	GErel: expression; expression regulates	Activation
JUN	NEK6	->	expression regulates	Activation
JUN	NFATC1	->	GErel: expression; complex; inhibited by; input; reaction (Source activates Target)	Activation
NFATC1	JUN	-|	GErel: expression; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition
JUN	NGF	->	expression regulates	Activation
JUN	NNMT	->	expression regulates	Activation
NR2F1	JUN	->	activated by; inhibite (Target activates Source)	Activation
JUN	NR2F1	-|	activated by; inhibite (Source inhibits Target)	Inhibition
JUN	NR3C1	->	activate; complex; inhibited by; input; reaction (Source activates Target)	Activation
NR3C1	JUN	-|	activate; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition
JUN	PDE5A	->	expression regulates	Activation
JUN	PDGFA	->	GErel: expression	Activation
JUN	PDGFB	->	GErel: expression	Activation
JUN	PGF	->	GErel: expression	Activation
JUN	PLAT	->	expression regulates	Activation
PPARGC1A	JUN	->	activated by; inhibit (Target activates Source)	Activation
JUN	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition
JUN	PTPRB	->	expression regulates	Activation
RARB	JUN	->	expression regulated by (Swapped)	Activation
JUN	RNF128	->	activate; inhibited by (Source activates Target)	Activation
RNF128	JUN	-|	activate; inhibited by (Target inhibits Source)	Inhibition
SDC2	JUN	->	activated by (Swapped)	Activation
JUN	SEMA3A	->	expression regulates	Activation
JUN	SERPINE1	->	GErel: expression; expression regulates	Activation
JUN	SFRP1	->	expression regulates	Activation
JUN	SLC40A1	->	expression regulates	Activation
JUN	SLC7A11	->	expression regulates	Activation
SMAD3	JUN	->	complex; expression regulated by; input; reaction (Swapped)	Activation
JUN	SNAI2	->	reaction (Complex interaction)	Activation
JUN	STAT4	->	activate; complex; inhibited by; input; reaction (Source activates Target)	Activation
STAT4	JUN	-|	activate; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition
TCF7	JUN	->	GErel: expression by (Swapped)	Activation
TCF7L2	JUN	->	GErel: expression by; complex; input (Swapped)	Activation
JUN	TFPI2	->	expression regulates	Activation
JUN	TLR4	->	PCrel: activated, indirect effect; expression regulates (Bidirectional Activation)	Activation
TLR4	JUN	->	PCrel: activated, indirect effect; expression regulates (Bidirectional Activation)	Activation
JUN	TNFAIP3	->	GErel: expression; expression regulates	Activation
JUN	TNFRSF1A	->	expression regulates	Activation
JUN	TOX2	->	expression regulates	Activation
JUN	VEGFA	->	GErel: expression; expression regulates	Activation
JUN	ZEB1	->	expression regulates	Activation
JUN	ZSCAN31	->	expression regulates	Activation
JUP	LEF1	->	PPrel: activation; PPrel: binding/association	Activation
MEF2C	JUP	->	expression regulated by (Swapped)	Activation
MMP15	JUP	->	catalyzed by (Swapped)	Activation
MMP3	JUP	->	activated by (Swapped)	Activation
MMP8	JUP	->	catalyzed by (Swapped)	Activation
JUP	MYC	->	GErel: expression	Activation
PAK2	JUP	->	catalyzed by (Swapped)	Activation
PBX3	JUP	->	expression regulated by (Swapped)	Activation
JUP	PKP3	->	complex (Complex interaction)	Activation
POU2F2	JUP	->	expression regulated by (Swapped)	Activation
JUP	TCF7	->	PPrel: activation; PPrel: binding/association	Activation
JUP	TCF7L2	->	PPrel: activation; PPrel: binding/association	Activation
KAZN	PPL	->	complex; input (Complex interaction)	Activation
KCNAB2	KCNH1	->	complex (Complex interaction)	Activation
KCNAB2	KCNS3	->	complex (Complex interaction)	Activation
KITLG	KDR	->	PPrel: activated by (Swapped)	Activation
KDR	MAPK13	->	catalyze	Activation
KDR	NCK2	->	complex; input (Complex interaction)	Activation
NGF	KDR	->	PPrel: activated by (Swapped)	Activation
KDR	PAK2	->	complex; input (Complex interaction)	Activation
PDGFA	KDR	->	PPrel: activated by (Swapped)	Activation
PDGFB	KDR	->	PPrel: activated by (Swapped)	Activation
PDGFD	KDR	->	PPrel: activated by (Swapped)	Activation
KDR	PECAM1	->	complex (Complex interaction)	Activation
PGF	KDR	->	PPrel: activated by; complex; input; interaction (Swapped)	Activation
KDR	PLCG1	->	PPrel: activation; activate; catalyze; complex; input	Activation
KDR	PTK2B	->	activate; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
PTK2B	KDR	->	activate; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
KDR	SHC3	->	PPrel: activation	Activation
TGFA	KDR	->	PPrel: activated by (Swapped)	Activation
KDR	VEGFA	->	PPrel: activated by; PPrel: inhibited by; catalyze; catalyzed by; complex; inhibited by; input	Activation
VTN	KDR	->	activated by; complex; input (Swapped)	Activation
KIAA0319	SYNJ1	->	complex; input (Complex interaction)	Activation
KIAA0319	SYNJ2	->	complex; input (Complex interaction)	Activation
KSR1	KIAA1549	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition
KITLG	NGFR	->	PPrel: activation	Activation
KITLG	NTRK2	->	PPrel: activation	Activation
PTPN6	KITLG	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition
KITLG	SNAI2	->	activate	Activation
KL	PLCG1	->	complex; input (Complex interaction)	Activation
KLC3	TUBA1A	->	PPrel: binding/association (Binding/Association)	Activation
KLC3	TUBB2A	->	PPrel: binding/association (Binding/Association)	Activation
KLC3	TUBB2B	->	PPrel: binding/association (Binding/Association)	Activation
MEF2C	KLF2	->	GErel: expression by (Swapped)	Activation
KLF2	MGST1	->	GErel: expression	Activation
KLF2	PLAT	->	GErel: expression	Activation
KLF2	SQSTM1	->	GErel: expression	Activation
KRT14	KRT8	->	complex; input (Complex interaction)	Activation
KRT14	KRT81	->	complex; input (Complex interaction)	Activation
KRT14	KRT86	->	complex; input (Complex interaction)	Activation
KRT15	KRT8	->	complex; input (Complex interaction)	Activation
KRT15	KRT81	->	complex; input (Complex interaction)	Activation
KRT15	KRT86	->	complex; input (Complex interaction)	Activation
KRT16	KRT8	->	complex; input (Complex interaction)	Activation
KRT16	KRT81	->	complex; input (Complex interaction)	Activation
KRT16	KRT86	->	complex; input (Complex interaction)	Activation
KRT17	KRT8	->	complex; input (Complex interaction)	Activation
KRT17	KRT81	->	complex; input (Complex interaction)	Activation
KRT17	KRT86	->	complex; input (Complex interaction)	Activation
KRT18	KRT8	->	complex; input (Complex interaction)	Activation
KRT18	KRT81	->	complex; input (Complex interaction)	Activation
KRT18	KRT86	->	complex; input (Complex interaction)	Activation
KRT19	KRT8	->	complex; input (Complex interaction)	Activation
KRT19	KRT81	->	complex; input (Complex interaction)	Activation
KRT19	KRT86	->	complex; input (Complex interaction)	Activation
RARB	KRT19	->	expression regulated by (Swapped)	Activation
KRT32	KRT8	->	complex; input (Complex interaction)	Activation
KRT32	KRT81	->	complex; input (Complex interaction)	Activation
KRT32	KRT86	->	complex; input (Complex interaction)	Activation
KRT33B	KRT8	->	complex; input (Complex interaction)	Activation
KRT33B	KRT81	->	complex; input (Complex interaction)	Activation
KRT33B	KRT86	->	complex; input (Complex interaction)	Activation
KRT34	KRT8	->	complex; input (Complex interaction)	Activation
KRT34	KRT81	->	complex; input (Complex interaction)	Activation
KRT34	KRT86	->	complex; input (Complex interaction)	Activation
KRT8	KRT9	->	complex; input (Complex interaction)	Activation
KRT81	KRT9	->	complex; input (Complex interaction)	Activation
KRT86	KRT9	->	complex; input (Complex interaction)	Activation
L1CAM	LAMA1	->	complex; input (Complex interaction)	Activation
RPS6KA2	L1CAM	->	catalyzed by; complex; input (Swapped)	Activation
RPS6KA5	L1CAM	->	catalyzed by; complex; input (Swapped)	Activation
L1CAM	SPTB	->	complex; input (Complex interaction)	Activation
L1CAM	SPTBN5	->	complex; input (Complex interaction)	Activation
LAMA1	LAMB2	->	complex (Complex interaction)	Activation
LAMA1	NID2	->	complex; input (Complex interaction)	Activation
LAMA1	PAK2	->	complex; input (Complex interaction)	Activation
LAMA1	PAK6	->	complex; input (Complex interaction)	Activation
LAMA1	PRNP	->	activate	Activation
PTK2B	LAMA1	->	catalyzed by; complex; input (Swapped)	Activation
LAMA1	SDC2	->	complex; input (Complex interaction)	Activation
LAMA3	LAMB2	->	complex (Complex interaction)	Activation
LAMA3	LAMC2	->	complex (Complex interaction)	Activation
MMP12	LAMA3	->	catalyzed by (Swapped)	Activation
MMP3	LAMA3	->	catalyzed by (Swapped)	Activation
LAMA3	NID2	->	complex; input (Complex interaction)	Activation
LAMA3	PAK2	->	complex; input (Complex interaction)	Activation
LAMA3	PAK6	->	complex; input (Complex interaction)	Activation
LAMA3	PRNP	->	activate	Activation
PTK2B	LAMA3	->	catalyzed by; complex; input (Swapped)	Activation
LAMA3	SDC2	->	complex; input (Complex interaction)	Activation
LAMA5	LAMB2	->	complex (Complex interaction)	Activation
LAMA5	LAMC2	->	complex (Complex interaction)	Activation
LAMA5	NID2	->	complex; input (Complex interaction)	Activation
LAMA5	PAK2	->	complex; input (Complex interaction)	Activation
LAMA5	PAK6	->	complex; input (Complex interaction)	Activation
LAMA5	PRNP	->	activate	Activation
PTK2B	LAMA5	->	catalyzed by; complex; input (Swapped)	Activation
LAMB2	LAMC2	->	complex (Complex interaction)	Activation
LAMB2	NID2	->	complex; input (Complex interaction)	Activation
PTK2B	LAMB2	->	catalyzed by; complex; input (Swapped)	Activation
MMP12	LAMC2	->	catalyzed by (Swapped)	Activation
MMP3	LAMC2	->	catalyzed by (Swapped)	Activation
PTK2B	LAMC2	->	catalyzed by; complex; input (Swapped)	Activation
LEF1	MYC	->	GErel: expression; catalyze; expression regulates	Activation
LEF1	MYCL	->	catalyze	Activation
LEF1	NRCAM	->	expression regulates	Activation
LEF1	NT5E	->	expression regulates	Activation
LEF1	PITX2	->	complex; input (Complex interaction)	Activation
SMAD3	LEF1	->	expression regulated by (Swapped)	Activation
SMAD7	LEF1	->	expression regulated by (Swapped)	Activation
LEF1	SNAI2	->	GErel: expression	Activation
LEF1	SOX13	->	complex; input (Complex interaction)	Activation
LEF1	SOX4	->	complex; input (Complex interaction)	Activation
LEF1	TCF7L2	->	catalyze; input; reaction	Activation
LEF1	TLE1	->	complex; input (Complex interaction)	Activation
LEF1	TLE3	->	complex; input (Complex interaction)	Activation
LEF1	TLE4	->	complex; input (Complex interaction)	Activation
LIF	LIFR	->	PPrel: activation; complex; input	Activation
LIFR	PDGFA	->	PPrel (Input/Compound interaction)	Activation
LIFR	PDGFB	->	PPrel (Input/Compound interaction)	Activation
PPARG	LIPA	->	expression regulated by (Swapped)	Activation
POU2F2	LITAF	->	expression regulated by (Swapped)	Activation
LPAR1	PTK2B	->	activate	Activation
LPAR2	PTK2B	->	activate	Activation
LPAR2	SLC9A3R2	->	complex; input (Complex interaction)	Activation
LPAR4	RPS6KA5	->	activate	Activation
LRIG1	TGFA	-|	inhibite	Inhibition
MMP15	LRP1	->	catalyzed by (Swapped)	Activation
LRP1	PDGFB	->	complex; input (Complex interaction)	Activation
LRP1	PLAT	->	complex; input (Complex interaction)	Activation
LRP1	PLAU	->	activate	Activation
LRP1	SDC2	->	catalyze	Activation
LRP1	SDC3	->	catalyze	Activation
LRP1	SERPINE1	->	activate	Activation
MMP15	LRP4	->	catalyzed by (Swapped)	Activation
LRP4	MUSK	->	complex (Complex interaction)	Activation
MMP15	LRP5	->	catalyzed by (Swapped)	Activation
SOST	LRP5	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
WNT7B	LRP5	->	PPrel: activated by; complex; input (Swapped)	Activation
WNT8B	LRP5	->	PPrel: activated by; complex; input (Swapped)	Activation
LRRC4	NTNG2	->	PPrel: activation; PPrel: binding/association	Activation
LTBP3	TGFB2	->	complex; input (Complex interaction)	Activation
LTBP3	TGFB3	->	complex; input (Complex interaction)	Activation
LUM	TGFB2	-|	PPrel: inhibition	Inhibition
MADD	RAB27A	->	catalyze	Activation
MADD	RAB3A	->	catalyze	Activation
MADD	SMPD1	->	activate	Activation
MADD	SMPD3	->	activate	Activation
MADD	TNFRSF1A	->	complex; input; reaction (Complex interaction)	Activation
MYC	MAGEC2	->	expression regulated by (Swapped)	Activation
TFAP2C	MAGEC2	->	expression regulated by (Swapped)	Activation
MAGED1	NGF	-|	complex; inhibite; input	Inhibition
NGFR	MAGED1	->	PPrel: binding/association; activated by; complex; inhibite; input (Target activates Source)	Activation
MAGED1	NGFR	-|	PPrel: binding/association; activated by; complex; inhibite; input (Source inhibits Target)	Inhibition
MAGEH1	NGF	->	complex; input (Complex interaction)	Activation
MAGEH1	NGFR	->	complex; input (Complex interaction)	Activation
MALT1	MAPK13	->	PPrel: activation	Activation
NOTCH2	MAML3	->	PPrel: activated by; complex; input (Swapped)	Activation
MAPK13	MEF2C	->	PPrel: phosphorylation; catalyze; reaction	Activation
MAPK13	MYC	->	catalyze; reaction	Activation
NCK2	MAPK13	->	catalyzed by (Swapped)	Activation
MAPK13	NFATC1	->	PPrel: activation, indirect effect	Activation
PAK2	MAPK13	->	catalyzed by (Swapped)	Activation
MAPK13	PLA2G4A	->	catalyze	Activation
MAPK13	PPARGC1A	->	PPrel: activation, phosphorylation	Activation
MAPK13	PPP2R2C	->	PPrel: activation, indirect effect	Activation
PRKG1	MAPK13	->	PPrel: activated by; PPrel: activated by, phosphorylation (Swapped)	Activation
PTPRR	MAPK13	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition
RAPGEF3	MAPK13	->	PPrel: activated by (Swapped)	Activation
RIPK2	MAPK13	->	PPrel: activated, indirect effect (Swapped)	Activation
MAPK13	RPS6KA5	->	PPrel: indirect effect; PPrel: phosphorylation	Activation
MAPK13	SMAD3	->	PPrel: activation, phosphorylation, indirect effect	Activation
MAPK13	STMN1	->	activate	Activation
VEGFA	MAPK13	->	catalyzed by (Swapped)	Activation
PAK2	MAPK4	->	catalyzed by (Swapped)	Activation
MARK4	TUBA1A	->	complex; input (Complex interaction)	Activation
MARVELD2	TUBA1A	->	PPrel: binding/association (Binding/Association)	Activation
MYC	MAT2A	->	expression regulated by (Swapped)	Activation
MCF2L	RHOB	->	catalyze	Activation
MDK	NOTCH2	->	complex; input (Complex interaction)	Activation
MDK	PLCG1	->	complex; input (Complex interaction)	Activation
MDK	PTN	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
PTN	MDK	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
PTPN6	MDK	->	catalyzed by (Swapped)	Activation
PPARG	MECOM	->	activated by; inhibite (Target activates Source)	Activation
MECOM	PPARG	-|	activated by; inhibite (Source inhibits Target)	Inhibition
MECOM	SNAI2	->	reaction (Complex interaction)	Activation
MEF2C	NEK6	->	expression regulates	Activation
NFATC1	MEF2C	->	PPrel: binding/association; activated by; complex; input (Swapped)	Activation
MEF2C	NFATC4	->	PPrel: binding/association (Binding/Association)	Activation
MEF2C	NR1D1	->	activate; inhibited by (Source activates Target)	Activation
NR1D1	MEF2C	-|	activate; inhibited by (Target inhibits Source)	Inhibition
MEF2C	NR3C1	->	activate	Activation
MEF2C	PPARGC1A	->	activate; complex; input; reaction	Activation
MEF2C	PTPN6	->	expression regulates	Activation
MEF2C	RFTN1	->	expression regulates	Activation
MEF2C	SEMA3C	->	expression regulates	Activation
MEF2C	SEMA7A	->	expression regulates	Activation
MEF2C	SMAD3	->	complex; input (Complex interaction)	Activation
MEF2C	SOST	->	GErel: expression	Activation
MEF2C	TLR6	->	expression regulates	Activation
MEF2C	TNS4	->	expression regulates	Activation
NR3C1	MFSD2A	->	expression regulated by (Swapped)	Activation
MGAT4A	MGAT5	->	reaction (Complex interaction)	Activation
MPP1	MSN	->	complex (Complex interaction)	Activation
MPP1	MYO7A	->	complex (Complex interaction)	Activation
MRC2	TGFB2	->	PPrel: activation, indirect effect	Activation
MRC2	TGFB3	->	PPrel: activation, indirect effect	Activation
MSN	MYO7A	->	complex (Complex interaction)	Activation
SDC2	MSN	->	PPrel: activated by (Swapped)	Activation
MSN	SLC9A3R1	->	PPrel: binding/association (Binding/Association)	Activation
NGF	MST1R	->	PPrel: activated by (Swapped)	Activation
PDGFA	MST1R	->	PPrel: activated by (Swapped)	Activation
PDGFB	MST1R	->	PPrel: activated by (Swapped)	Activation
PDGFD	MST1R	->	PPrel: activated by (Swapped)	Activation
MST1R	PLCG1	->	PPrel: activation	Activation
VEGFA	MST1R	->	PPrel: activated by (Swapped)	Activation
MTM1	PIP4K2C	->	ECrel: compound (Input/Compound interaction)	Activation
MTM1	PLCD4	->	ECrel: compound (Input/Compound interaction)	Activation
MTM1	PLCE1	->	ECrel: compound (Input/Compound interaction)	Activation
MTM1	PLCG1	->	ECrel: compound (Input/Compound interaction)	Activation
MUSK	PAK2	->	complex (Complex interaction)	Activation
MUSK	PAK6	->	complex (Complex interaction)	Activation
MYBL1	TSC22D3	->	expression regulates	Activation
MYBL2	MYC	->	expression regulates	Activation
MYBL2	PLA2G6	->	expression regulates	Activation
MYBL2	PSG1	->	expression regulates	Activation
MYC	NR1D1	->	expression regulates	Activation
PAK2	MYC	->	activated by (Swapped)	Activation
MYC	PGF	->	GErel: expression	Activation
POU2F2	MYC	->	expression regulated by (Swapped)	Activation
RPS6KA5	MYC	->	GErel: expression by (Swapped)	Activation
MYC	SFRP1	->	expression regulates	Activation
MYC	SGK1	->	expression regulates	Activation
MYC	SKAP1	->	expression regulates	Activation
STAT4	MYC	->	GErel: expression by (Swapped)	Activation
TCF7	MYC	->	GErel: expression by (Swapped)	Activation
TCF7L2	MYC	->	GErel: expression by; catalyzed by; input (Swapped)	Activation
MYC	TFAP2C	->	complex; input (Complex interaction)	Activation
MYC	TFAP4	->	GErel: expression	Activation
THRB	MYC	->	GErel: expression by (Swapped)	Activation
MYC	VEGFA	->	GErel: expression	Activation
TCF7L2	MYCL	->	catalyzed by; input (Swapped)	Activation
PAK6	MYLK	-|	PPrel: inhibited by, phosphorylated by (Target inhibits Source)	Inhibition
NR4A1	NCEH1	->	GErel: expression by (Swapped)	Activation
PBX1	NCEH1	->	GErel: expression by (Swapped)	Activation
NCK2	PAK2	->	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	Activation
NCK2	PAK6	->	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex	Activation
NCK2	PDGFA	->	complex; input (Complex interaction)	Activation
PDGFB	NCK2	->	activated by; complex; input (Swapped)	Activation
NCK2	RAC3	->	PPrel: activation	Activation
NCK2	RHOU	->	complex; input (Complex interaction)	Activation
ROBO1	NCK2	->	PPrel: activated by; complex; input (Swapped)	Activation
NCK2	VEGFA	->	complex; input (Complex interaction)	Activation
VLDLR	NCK2	->	activated by (Swapped)	Activation
PINK1	NDUFC2	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
NEDD4L	NGF	->	complex; input (Complex interaction)	Activation
NEDD4L	RNF115	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
RNF115	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
NEDD4L	SCNN1A	->	PPrel: ubiquitination; catalyze	Activation
SGK1	NEDD4L	-|	PPrel: inhibited by, phosphorylated by; complex (Target inhibits Source)	Inhibition
NEDD4L	SMAD3	->	complex; input (Complex interaction)	Activation
NEDD4L	SMAD7	->	complex; input (Complex interaction)	Activation
NEDD4L	TSC22D3	->	complex (Complex interaction)	Activation
NR3C1	NEDD9	->	expression regulated by (Swapped)	Activation
NEK6	NUP210	->	catalyze	Activation
NEK7	NLRP3	->	PPrel: activation	Activation
NELL2	ROBO3	->	complex; input (Complex interaction)	Activation
NFATC1	NPPB	->	GErel: expression	Activation
NFATC1	NR3C1	->	activate; inhibited by (Source activates Target)	Activation
NR3C1	NFATC1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
NFATC1	PPARG	->	activate; complex; input	Activation
PPP3CC	NFATC1	->	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; activated by; catalyzed by (Swapped)	Activation
NFATC1	PTGS2	->	GErel: expression	Activation
NFATC1	RNF128	->	activate; inhibited by (Source activates Target)	Activation
RNF128	NFATC1	-|	activate; inhibited by (Target inhibits Source)	Inhibition
NFATC1	STAT4	->	reaction (Complex interaction)	Activation
NFATC4	NPPB	->	GErel: expression	Activation
PPP3CC	NFATC4	->	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; catalyzed by (Swapped)	Activation
NFATC4	PTGS2	->	GErel: expression	Activation
ZEB1	NFATC4	->	expression regulated by (Swapped)	Activation
NGFR	NGF	->	PPrel: activation; PPrel: activation, binding/association; activated by; complex; inhibit; input (Swapped)	Activation
NGF	NTRK2	->	PPrel: activation	Activation
NGF	PLCG1	->	complex; input (Complex interaction)	Activation
NGF	RIPK2	-|	complex; inhibite; input	Inhibition
NGF	SHC3	->	activate; complex; input	Activation
NGF	SQSTM1	-|	complex; inhibit; input	Inhibition
NGFR	NTRK2	-|	inhibit	Inhibition
PDGFA	NGFR	->	PPrel: activated by (Swapped)	Activation
PDGFB	NGFR	->	PPrel: activated by (Swapped)	Activation
PDGFD	NGFR	->	PPrel: activated by (Swapped)	Activation
PGF	NGFR	->	PPrel: activated by; interaction (Swapped)	Activation
NGFR	RIPK2	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
NGFR	SHC3	->	PPrel: activation	Activation
NGFR	SQSTM1	->	complex; input (Complex interaction)	Activation
TGFA	NGFR	->	PPrel: activated by (Swapped)	Activation
VEGFA	NGFR	->	PPrel: activated by (Swapped)	Activation
NHEJ1	XRCC4	->	complex; input (Complex interaction)	Activation
NOG	RGMB	->	input (Input/Compound interaction)	Activation
NOX3	RAC3	->	complex; input (Complex interaction)	Activation
