Gene1	Gene2	Annotation	Direction	Score
LRP1	PDGFB	complex; input	-	1.0
LRP1	PLAT	complex; input	-	1.0
LRP1	PLAU	activate	->	1.0
LRP1	SDC2	catalyze	->	1.0
LRP1	SDC3	catalyze	->	1.0
LRP1	SERPINE1	activate	->	1.0
LRP4	MMP15	catalyzed by	<-	1.0
LRP4	MUSK	complex	-	1.0
LRP5	MMP15	catalyzed by	<-	1.0
LRP5	NDP	predicted	-	0.91
LRP5	SOST	PPrel: inhibited by	|-	1.0
LRP5	WNT7B	PPrel: activated by; complex; input	<-	1.0
LRP5	WNT8B	PPrel: activated by; complex; input	<-	1.0
LRRC4	NTNG2	PPrel: activation; PPrel: binding/association	->	1.0
LTBP3	TGFB2	complex; input	-	1.0
LTBP3	TGFB3	complex; input	-	1.0
LUM	TGFB2	PPrel: inhibition	-|	1.0
MACF1	TNIK	predicted	-	0.91
MADD	RAB27A	catalyze	->	1.0
MADD	RAB3A	catalyze	->	1.0
MADD	SMPD1	activate	->	1.0
MADD	SMPD3	activate	->	1.0
MADD	TNFRSF1A	complex; input; reaction	-	1.0
MAGEC2	MYC	expression regulated by	<-	1.0
MAGEC2	TFAP2C	expression regulated by	<-	1.0
MAGED1	NGF	complex; inhibite; input	-|	1.0
MAGED1	NGFR	PPrel: binding/association; activated by; complex; inhibite; input	<-|	1.0
MAGEH1	NGF	complex; input	-	1.0
MAGEH1	NGFR	complex; input	-	1.0
MALT1	MAPK13	PPrel: activation	->	1.0
MAML3	NOTCH2	PPrel: activated by; complex; input	<-	1.0
MAPK13	MEF2C	PPrel: phosphorylation; catalyze; reaction	->	1.0
MAPK13	MYC	catalyze; reaction	->	1.0
MAPK13	NCK2	catalyzed by	<-	1.0
MAPK13	NFATC1	PPrel: activation, indirect effect	->	1.0
MAPK13	PAK2	catalyzed by	<-	1.0
MAPK13	PLA2G4A	catalyze	->	1.0
MAPK13	PPARGC1A	PPrel: activation, phosphorylation	->	1.0
MAPK13	PPP2R2C	PPrel: activation, indirect effect	->	1.0
MAPK13	PRKG1	PPrel: activated by; PPrel: activated by, phosphorylation	<-	1.0
MAPK13	PTPRR	PPrel: inhibited by, dephosphorylation	|-	1.0
MAPK13	RAPGEF3	PPrel: activated by	<-	1.0
MAPK13	RIPK2	PPrel: activated, indirect effect	<-	1.0
MAPK13	RPS6KA5	PPrel: indirect effect; PPrel: phosphorylation	->	1.0
MAPK13	SMAD3	PPrel: activation, phosphorylation, indirect effect	->	1.0
MAPK13	STMN1	activate	->	1.0
MAPK13	VEGFA	catalyzed by	<-	1.0
MAPK4	PAK2	catalyzed by	<-	1.0
MAPK4	PAK6	predicted	-	0.93
MAPRE3	TUBA1A	predicted	-	0.92
MAPRE3	TUBB2B	predicted	-	0.93
MARK4	PRKCG	predicted	-	0.93
MARK4	TUBA1A	complex; input	-	1.0
MARVELD2	OCLN	predicted	-	0.93
MARVELD2	TUBA1A	PPrel: binding/association	-	1.0
MAST3	MAST4	predicted	-	0.93
MAT2A	MYC	expression regulated by	<-	1.0
MBNL2	MBNL3	predicted	-	0.92
MCF2L	RHOB	catalyze	->	1.0
MCOLN2	MCOLN3	predicted	-	0.96
MDK	NOTCH2	complex; input	-	1.0
MDK	PLCG1	complex; input	-	1.0
MDK	PTN	catalyze; catalyzed by; input	<->	1.0
MDK	PTPN6	catalyzed by	<-	1.0
MECOM	PPARG	activated by; inhibite	<-|	1.0
MECOM	SMAD3	predicted	-	0.91
MECOM	SNAI2	reaction	-	1.0
MEF2C	NEK6	expression regulates	->	1.0
MEF2C	NFATC1	PPrel: binding/association; activated by; complex; input	<-	1.0
MEF2C	NFATC4	PPrel: binding/association	-	1.0
MEF2C	NR1D1	activate; inhibited by	|->	1.0
MEF2C	NR3C1	activate	->	1.0
MEF2C	PPARGC1A	activate; complex; input; reaction	->	1.0
MEF2C	PTPN6	expression regulates	->	1.0
MEF2C	RFTN1	expression regulates	->	1.0
MEF2C	SEMA3C	expression regulates	->	1.0
MEF2C	SEMA7A	expression regulates	->	1.0
MEF2C	SMAD3	complex; input	-	1.0
MEF2C	SOST	GErel: expression	->	1.0
MEF2C	TLR6	expression regulates	->	1.0
MEF2C	TNS4	expression regulates	->	1.0
MFSD2A	NR3C1	expression regulated by	<-	1.0
MGAT4A	MGAT5	reaction	-	1.0
MID2	TRIM62	predicted	-	0.9
MISP	MYO18A	predicted	-	0.9
MMP12	MMP8	predicted	-	0.92
MMP15	MMP8	predicted	-	0.9
MPP1	MSN	complex	-	1.0
MPP1	MYO7A	complex	-	1.0
MRC2	TGFB2	PPrel: activation, indirect effect	->	1.0
MRC2	TGFB3	PPrel: activation, indirect effect	->	1.0
MSN	MYO7A	complex	-	1.0
MSN	SDC2	PPrel: activated by	<-	1.0
MSN	SLC9A3R1	PPrel: binding/association	-	1.0
MST1R	NGF	PPrel: activated by	<-	1.0
MST1R	PDGFA	PPrel: activated by	<-	1.0
MST1R	PDGFB	PPrel: activated by	<-	1.0
MST1R	PDGFD	PPrel: activated by	<-	1.0
MST1R	PLCG1	PPrel: activation	->	1.0
MST1R	VEGFA	PPrel: activated by	<-	1.0
MTM1	PIP4K2C	ECrel: compound	-	1.0
MTM1	PLCD4	ECrel: compound	-	1.0
MTM1	PLCE1	ECrel: compound	-	1.0
MTM1	PLCG1	ECrel: compound	-	1.0
MUSK	PAK2	complex	-	1.0
MUSK	PAK6	complex	-	1.0
MYBL1	MYBL2	predicted	-	0.93
MYBL1	TSC22D3	expression regulates	->	1.0
MYBL2	MYC	expression regulates	->	1.0
MYBL2	PLA2G6	expression regulates	->	1.0
MYBL2	PSG1	expression regulates	->	1.0
MYBL2	UHRF1	predicted	-	0.92
MYC	NR1D1	expression regulates	->	1.0
MYC	PAK2	activated by	<-	1.0
MYC	PGF	GErel: expression	->	1.0
MYC	POU2F2	expression regulated by	<-	1.0
MYC	RPS6KA5	GErel: expression by	<-	1.0
MYC	SFRP1	expression regulates	->	1.0
MYC	SGK1	expression regulates	->	1.0
MYC	SKAP1	expression regulates	->	1.0
MYC	SMAD3	GErel: expression by; GErel: repressed by; activated by; complex; expression regulated by; input; reaction	-	1.0
MYC	STAT4	GErel: expression by	<-	1.0
MYC	TCF7	GErel: expression by	<-	1.0
MYC	TCF7L2	GErel: expression by; catalyzed by; input	<-	1.0
MYC	TFAP2C	complex; input	-	1.0
MYC	TFAP4	GErel: expression	->	1.0
MYC	THRB	GErel: expression by	<-	1.0
MYC	VEGFA	GErel: expression	->	1.0
MYCL	TCF7L2	catalyzed by; input	<-	1.0
MYLK	PAK2	PPrel: inhibited by, phosphorylated by; catalyzed by; inhibited by	-	1.0
MYLK	PAK6	PPrel: inhibited by, phosphorylated by	|-	1.0
MYO18A	RHOD	predicted	-	0.91
MYO5B	MYO5C	predicted	-	0.94
MYSM1	UHRF1	predicted	-	0.91
NALCN	SCN9A	predicted	-	0.91
NAMPT	NDRG1	predicted	-	0.91
NCEH1	NR4A1	GErel: expression by	<-	1.0
NCEH1	PBX1	GErel: expression by	<-	1.0
NCK2	PAK2	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	->	1.0
NCK2	PAK6	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex	->	1.0
NCK2	PDGFA	complex; input	-	1.0
NCK2	PDGFB	activated by; complex; input	<-	1.0
NCK2	RAC3	PPrel: activation	->	1.0
NCK2	RHOU	complex; input	-	1.0
NCK2	ROBO1	PPrel: activated by; complex; input	<-	1.0
NCK2	SORBS2	predicted	-	0.9
NCK2	VEGFA	complex; input	-	1.0
NCK2	VLDLR	activated by	<-	1.0
NCK2	WASF3	predicted	-	0.94
NDUFC2	PINK1	PPrel: inhibited by	|-	1.0
NEDD4L	NGF	complex; input	-	1.0
NEDD4L	RNF115	catalyze; catalyzed by; input	<->	1.0
NEDD4L	SCN5A	predicted	-	0.91
NEDD4L	SCNN1A	PPrel: ubiquitination; catalyze	->	1.0
NEDD4L	SGK1	PPrel: inhibited by, phosphorylated by; complex	|-	1.0
NEDD4L	SMAD3	complex; input	-	1.0
NEDD4L	SMAD7	complex; input	-	1.0
NEDD4L	TSC22D3	complex	-	1.0
NEDD9	NR3C1	expression regulated by	<-	1.0
NEK6	NEK7	predicted	-	0.95
NEK6	NUP210	catalyze	->	1.0
NEK7	NEK8	predicted	-	0.95
NEK7	NLRP3	PPrel: activation	->	1.0
NELL2	ROBO3	complex; input	-	1.0
NFATC1	NPPB	GErel: expression	->	1.0
NFATC1	NR3C1	activate; inhibited by	|->	1.0
NFATC1	PPARG	activate; complex; input	->	1.0
NFATC1	PPP3CC	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; activated by; catalyzed by	<-	1.0
NFATC1	PTGS2	GErel: expression	->	1.0
NFATC1	RNF128	activate; inhibited by	|->	1.0
NFATC1	STAT4	reaction	-	1.0
NFATC4	NPPB	GErel: expression	->	1.0
NFATC4	PPP3CC	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; catalyzed by	<-	1.0
NFATC4	PTGS2	GErel: expression	->	1.0
NFATC4	ZEB1	expression regulated by	<-	1.0
NGF	NGFR	PPrel: activation; PPrel: activation, binding/association; activated by; complex; inhibit; input	<-	1.0
NGF	NTRK2	PPrel: activation	->	1.0
NGF	PLCG1	complex; input	-	1.0
NGF	RIPK2	complex; inhibite; input	-|	1.0
NGF	SHC3	activate; complex; input	->	1.0
NGF	SQSTM1	complex; inhibit; input	-|	1.0
NGFR	NTRK2	inhibit	-|	1.0
NGFR	PDGFA	PPrel: activated by	<-	1.0
NGFR	PDGFB	PPrel: activated by	<-	1.0
NGFR	PDGFD	PPrel: activated by	<-	1.0
NGFR	PGF	PPrel: activated by; interaction	<-	1.0
NGFR	RIPK2	PPrel: binding/association; complex; input	-	1.0
NGFR	SHC3	PPrel: activation	->	1.0
NGFR	SORCS2	predicted	-	0.91
NGFR	SQSTM1	complex; input	-	1.0
NGFR	TGFA	PPrel: activated by	<-	1.0
NGFR	VEGFA	PPrel: activated by	<-	1.0
NHEJ1	XRCC4	complex; input	-	1.0
NOG	RGMB	input	-	1.0
NOX3	RAC3	complex; input	-	1.0
NR1D1	NR2E3	predicted	-	0.93
NR1D1	PER2	activate; inhibited by; reaction	|->	1.0
NR1D1	PPARG	expression regulated by	<-	1.0
NR1D1	PPARGC1A	activated by; inhibit	<-|	1.0
NR1D1	TCF7L2	expression regulated by	<-	1.0
NR2E3	THRB	predicted	-	0.9
NR2F1	POU2F2	predicted	-	0.91
NR3C1	NR3C2	input	-	1.0
NR3C1	NR4A1	activated by; expression regulates; inhibit	<-	1.0
NR3C1	PBX1	activated by; inhibit	<-|	1.0
NR3C1	PPARGC1A	activated by; inhibit	<-|	1.0
NR3C1	RAPGEF3	expression regulates	->	1.0
NR3C1	RHOB	expression regulates	->	1.0
NR3C1	SMAD3	activated by; complex; expression regulates; input; reaction	<->	1.0
NR3C1	TNFRSF1A	expression regulates	->	1.0
NR3C1	TNS4	expression regulates	->	1.0
NR3C1	TXNRD1	expression regulates	->	1.0
NR3C2	SCNN1A	GErel: expression	->	1.0
NR3C2	SGK1	GErel: expression	->	1.0
NR4A1	TCF7L2	expression regulated by	<-	1.0
NR4A1	TFAP2C	expression regulated by	<-	1.0
NRCAM	SCN5A	complex; input	-	1.0
NRCAM	SPTB	complex	-	1.0
NRCAM	SPTBN5	complex	-	1.0
NRG2	RNF41	complex; input	-	1.0
NRK	TNFRSF1A	activated by	<-	1.0
NRXN3	SHANK2	complex; input	-	1.0
NRXN3	SYT12	complex; input	-	1.0
NRXN3	SYT2	complex; input	-	1.0
NTRK2	PDGFA	PPrel: activated by	<-	1.0
NTRK2	PDGFB	PPrel: activated by	<-	1.0
NTRK2	PDGFD	PPrel: activated by	<-	1.0
NTRK2	PGF	PPrel: activated by; interaction	<-	1.0
NTRK2	PLCG1	PPrel: activation; complex; input; interaction	->	1.0
NTRK2	SHC3	PPrel: activation; PPrel: activation, phosphorylation; activate; interaction	->	1.0
NTRK2	SQSTM1	predicted	-	0.91
NTRK2	TGFA	PPrel: activated by	<-	1.0
NTRK2	VEGFA	PPrel: activated by	<-	1.0
NUAK1	NUAK2	predicted	-	0.93
NUP210	THOC6	activate; input	->	1.0
OCLN	PARD6A	complex	-	1.0
OCLN	PPP2R2C	PPrel: inhibited by, dephosphorylation	|-	1.0
OCLN	TGFBR3	input	-	1.0
OCLN	TJP3	predicted	-	0.91
OLR1	PPARG	GErel: expression by	<-	1.0
OSR2	ZSCAN4	predicted	-	0.89
OVOL2	SMAD7	predicted	-	0.9
PAG1	PDGFB	activated by	<-	1.0
PAG1	TGFA	catalyzed by	<-	1.0
PAK2	PARD6A	activated by	<-	1.0
PAK2	PLCG1	complex; input	-	1.0
PAK2	PLXNA1	complex; input	-	1.0
PAK2	PLXNA4	complex; input	-	1.0
PAK2	RAC3	PPrel: activated by; PPrel: activation; complex; input	<->	1.0
PAK2	RHOB	predicted	-	0.93
PAK2	ROBO1	PPrel: activated by	<-	1.0
PAK2	SEMA3A	complex; input	-	1.0
PAK2	VEGFA	complex; input	-	1.0
PAK6	RAC3	PPrel: activated by; PPrel: activation	<->	1.0
PAK6	RHOD	complex; input	-	1.0
PAK6	ROBO1	PPrel: activated by	<-	1.0
PARD6A	PRICKLE1	catalyze	->	1.0
PARD6A	RAC3	PPrel: activated by	<-	1.0
PARD6A	RHOU	complex; input	-	1.0
PARD6A	TGFBR3	input	-	1.0
PBX3	POU2F2	expression regulates	->	1.0
PCDH1	PCDH7	input	-	1.0
PCDH1	PCDH9	input	-	1.0
PCDH7	PCDH9	input	-	1.0
PCSK9	VLDLR	complex; input	-	1.0
PDE10A	PDE5A	predicted	-	0.9
PDE3A	PDE3B	predicted	-	0.9
PDGFA	PDGFB	catalyze; catalyzed by; complex; input	<->	1.0
PDGFA	PLCG1	complex; input	-	1.0
PDGFA	THBS2	complex; input	-	1.0
PDGFB	PLCG1	complex; input	-	1.0
PDGFB	S1PR1	complex; input	-	1.0
PDGFB	SLC9A3R1	complex; input	-	1.0
PDGFB	SLC9A3R2	complex; input	-	1.0
PDGFB	THBS2	complex; input	-	1.0
PDGFD	PLAT	catalyzed by	<-	1.0
PDLIM1	PDLIM3	predicted	-	0.89
PDLIM5	SIPA1L1	complex; input	-	1.0
PDZK1	SLC9A3R1	predicted	-	0.94
PDZK1	SLC9A3R2	predicted	-	0.93
PECAM1	PLCG1	complex; input	-	1.0
PECAM1	PTPN6	complex; input	-	1.0
PGF	PLCG1	activate	->	1.0
PGF	VEGFA	complex	-	1.0
PIK3AP1	TLR4	predicted	-	0.9
PINK1	SQSTM1	predicted	-	0.91
PIP4K2C	PLCD4	ECrel: compound	-	1.0
PIP4K2C	PLCE1	ECrel: compound	-	1.0
PIP4K2C	PLCG1	ECrel: compound	-	1.0
PIP4K2C	SYNJ1	ECrel: compound	-	1.0
PIP4K2C	SYNJ2	ECrel: compound	-	1.0
PITX2	SMAD3	GErel: expression by	<-	1.0
PLA2G4A	PLCG1	PPrel: compound, activated	<-	1.0
PLA2G4A	PRKCG	PCrel: activated by; PPrel: compound; catalyzed by	<-	1.0
PLA2G4A	RASGRP1	PPrel: activated, indirect effect	<-	1.0
PLA2G4A	RASGRP2	PPrel: activated, indirect effect	<-	1.0
PLA2G4D	PLCG1	PPrel: compound, activated	<-	1.0
PLA2G4D	PRKCG	PCrel: activated by; PPrel: compound	<-	1.0
PLA2G4D	RASGRP1	PPrel: activated, indirect effect	<-	1.0
PLA2G4D	RASGRP2	PPrel: activated, indirect effect	<-	1.0
PLA2G6	PRKCG	PPrel: activated by	<-	1.0
PLAT	SERPINE1	PPrel: inhibited by; catalyzed by; complex; input	-	1.0
PLAU	SERPINE1	catalyzed by; complex; input	<-	1.0
PLAU	VLDLR	activated by	<-	1.0
PLAU	VTN	complex; input	-	1.0
PLCD4	PRKCG	PPrel: compound	-	1.0
PLCD4	SYNJ1	ECrel: compound	-	1.0
PLCD4	SYNJ2	ECrel: compound	-	1.0
PLCE1	PRKCG	PPrel: compound	-	1.0
PLCE1	SYNJ1	ECrel: compound	-	1.0
PLCE1	SYNJ2	ECrel: compound	-	1.0
PLCG1	PPP3CC	ECrel: compound; PPrel: compound, activation	->	1.0
PLCG1	PRKCG	ECrel: activation; ECrel: compound; PPrel: activation, indirect effect; PPrel: compound; PPrel: compound, activation; catalyze	->	1.0
PLCG1	PTN	complex; input	-	1.0
PLCG1	RASGRP1	PPrel: compound	-	1.0
PLCG1	S1PR1	activated by	<-	1.0
PLCG1	SDC2	activated by	<-	1.0
PLCG1	SHC3	complex; input	-	1.0
PLCG1	STAT4	complex; input	-	1.0
PLCG1	SYNJ1	ECrel: compound	-	1.0
PLCG1	SYNJ2	ECrel: compound	-	1.0
PLCG1	TGFA	complex; input	-	1.0
PLCG1	USP18	catalyzed by	<-	1.0
PLCG1	VEGFA	activated by; complex; input	<-	1.0
PLD1	PRKCG	PCrel: activated by; activated by; catalyzed by	<-	1.0
PLOD1	PLOD2	catalyze; catalyzed by; input	<->	1.0
PLXNA1	PLXNA4	predicted	-	0.92
PLXNA1	PLXNC1	predicted	-	0.89
PLXNA1	RAC3	PPrel: activation	->	1.0
PLXNA1	RHOD	PPrel: binding/association; complex; input	-	1.0
PLXNA1	SEMA3A	complex; input	-	1.0
PLXNA1	SEMA3C	predicted	-	0.92
PLXNA1	SEMA3E	predicted	-	0.92
PLXNA1	SEMA4D	predicted	-	0.92
PLXNA1	SEMA5A	predicted	-	0.89
PLXNA4	PLXNC1	predicted	-	0.89
PLXNA4	RAC3	PPrel: activation	->	1.0
PLXNA4	RHOD	PPrel: binding/association	-	1.0
PLXNA4	SEMA3A	complex; input	-	1.0
PLXNA4	SEMA3C	predicted	-	0.92
PLXNA4	SEMA3D	predicted	-	0.92
PLXNA4	SEMA3E	predicted	-	0.92
PLXNA4	SEMA4D	predicted	-	0.96
PLXNA4	SEMA5A	predicted	-	0.95
PLXNA4	SEMA7A	predicted	-	0.92
PLXNC1	RAC3	predicted	-	0.89
PLXNC1	SEMA3E	predicted	-	0.94
PLXNC1	SEMA4D	predicted	-	0.92
PLXNC1	SEMA5A	predicted	-	0.9
PLXNC1	SEMA7A	PPrel: activated by; complex; input	<-	1.0
PORCN	WNT7B	PPrel: activation; catalyze	->	1.0
PORCN	WNT8B	PPrel: activation	->	1.0
POU2F2	SP140	expression regulates	->	1.0
POU2F2	TET2	expression regulates	->	1.0
POU2F2	TLR6	expression regulates	->	1.0
POU2F2	ZEB1	expression regulated by	<-	1.0
PPARG	PPARGC1A	complex; expression regulates; input	->	1.0
PPARG	PTHLH	expression regulates	->	1.0
PPARG	RARB	expression regulates	->	1.0
PPARG	SLC27A1	GErel: expression	->	1.0
PPARG	SMAD3	expression regulates	->	1.0
PPARG	SNAI2	activate; inhibited by	|->	1.0
PPARG	TNFRSF11B	expression regulates	->	1.0
PPARG	TNFRSF1A	activated by	<-	1.0
PPARG	VEGFA	expression regulates	->	1.0
PPARGC1A	TNFAIP3	predicted	-	0.91
PPFIA2	PTPRS	complex; input	-	1.0
PPFIA2	RAB3A	catalyzed by; complex; input	<-	1.0
PPFIA2	RIMS1	complex	-	1.0
PPFIA2	UNC13B	activated by; complex; input	<-	1.0
PPFIBP2	PTPRS	complex; input	-	1.0
PPL	SPRR2D	complex; input	-	1.0
PPP3CC	SSH3	PPrel: activation	->	1.0
PRICKLE1	PRICKLE2	predicted	-	0.92
PRKCG	PRKG1	reaction	-	1.0
PRKCG	PTK2B	PPrel: activation, indirect effect; activate	->	1.0
PRKCG	SHC3	catalyzed by	<-	1.0
PRKCG	SLC9A3R1	PPrel: activation, phosphorylation	->	1.0
PRKCG	STAT4	catalyzed by	<-	1.0
PRKCG	TRPC3	PPrel: inhibition	-|	1.0
PRKCH	PRKG1	reaction	-	1.0
PRKCH	PTK2B	activate	->	1.0
PRKCH	RIPK4	predicted	-	0.91
PRKG1	RAP1GAP2	catalyze	->	1.0
PRKG1	TRPC3	reaction	-	1.0
PRNP	RYR3	PPrel: activation, indirect effect	->	1.0
PRSS3	TCN1	catalyze	->	1.0
PSG1	PSG3	predicted	-	0.94
PSG1	PSG4	predicted	-	0.94
PSG1	PSG5	predicted	-	0.94
PSG1	PSG9	predicted	-	0.94
PSG1	SDC2	complex; input	-	1.0
PSG1	SDC3	complex; input	-	1.0
PSG11	PSG4	predicted	-	0.94
PSG11	PSG7	predicted	-	0.9
PSG3	PSG4	predicted	-	0.96
PSG3	PSG5	predicted	-	0.9
PSG3	PSG7	predicted	-	0.9
PSG3	PSG9	predicted	-	0.96
PSG4	PSG7	predicted	-	0.94
PSG4	PSG8	predicted	-	0.91
PSG4	PSG9	predicted	-	0.91
PSG5	PSG7	predicted	-	0.9
PSG7	PSG9	predicted	-	0.9
PTHLH	RARB	expression regulated by	<-	1.0
PTHLH	SMAD3	expression regulated by	<-	1.0
PTK2B	PTPN6	predicted	-	0.9
PTK2B	RAC3	PPrel: activation	->	1.0
PTK2B	RHOU	complex; input	-	1.0
PTK2B	SH3KBP1	predicted	-	0.91
PTK2B	VEGFA	activated by; catalyze; catalyzed by; complex; input	<->	1.0
PTK2B	VTN	activated by	<-	1.0
PTK7	PTPRR	predicted	-	0.91
PTN	PTPN6	catalyzed by	<-	1.0
PTN	SDC3	activate	->	1.0
PTPN3	SH3KBP1	catalyze	->	1.0
PTPN3	STAM	catalyze	->	1.0
PTPN3	TGFA	catalyze	->	1.0
PTPN6	SOCS3	inhibite; reaction	-|	1.0
PTPN6	SSTR2	predicted	-	0.92
PTPN6	VEGFA	activate	->	1.0
PTPN6	ZEB1	expression regulated by	<-	1.0
PTPRB	PTPRS	predicted	-	0.98
RAB11FIP1	RAB11FIP5	predicted	-	0.94
RAB17	RAB6B	predicted	-	0.91
RAB27A	SYTL4	predicted	-	0.93
RAB3A	RAB3B	predicted	-	0.93
RAB3A	RAB3D	predicted	-	0.98
RAB3A	RIMS1	PPrel: binding/association; catalyze; complex; input	->	1.0
RAB3A	RIMS2	PPrel: activated by	<-	1.0
RAB3A	SYTL4	predicted	-	0.93
RAB3A	UNC13B	activated by; catalyze; complex; input	<->	1.0
RAB3B	RAB3D	predicted	-	0.96
RAB3B	RIMS2	predicted	-	0.95
RAB3D	RIMS2	predicted	-	0.95
RAB6B	RAB9B	predicted	-	0.91
RAB9B	RHOBTB3	complex; input	-	1.0
RAC3	WASF3	PPrel: activation; PPrel: activation, indirect effect	->	1.0
RAET1E	RAET1G	predicted	-	0.97
RAET1E	RAET1L	predicted	-	0.95
RAET1E	ULBP2	predicted	-	0.93
RAET1G	RAET1L	predicted	-	0.95
RAET1G	ULBP2	predicted	-	0.93
RAET1L	ULBP2	predicted	-	0.97
RAP1GAP	RAP1GAP2	inhibited by	|-	1.0
RAP2A	RAPGEF3	predicted	-	0.9
RAP2B	RIN1	predicted	-	0.9
RARB	THRB	complex	-	1.0
RASGRF2	RHOB	catalyze	->	1.0
REEP1	REEP2	predicted	-	0.94
REPS2	SYNJ1	complex; input	-	1.0
REPS2	SYNJ2	complex; input	-	1.0
REPS2	TGFA	complex	-	1.0
RGMB	SMAD6	activate; inhibited by	|->	1.0
RGMB	SMAD7	complex; input	-	1.0
RHOB	RHPN2	complex; input	-	1.0
RHOB	SEMA4D	catalyzed by	<-	1.0
RHPN1	RHPN2	predicted	-	0.94
RIMS1	SYT2	complex; input	-	1.0
RIMS1	UNC13B	activated by; complex; input	<-	1.0
RIN1	RIN3	predicted	-	0.91
RIPK2	SQSTM1	complex; input	-	1.0
RIPK2	STAT4	activate	->	1.0
RIPK2	TNFAIP3	PPrel: activated by; catalyzed by; input	<-	1.0
ROBO1	ROBO3	PPrel: inhibited by	|-	1.0
ROBO1	ROBO4	predicted	-	0.98
ROBO1	SRGAP2	PPrel: activation; complex; input	->	1.0
ROBO1	USP33	catalyzed by	<-	1.0
S1PR1	S1PR2	predicted	-	0.97
SALL2	ZNF165	predicted	-	0.9
SARM1	TLR4	complex; input; reaction	-	1.0
SCARB2	SYNJ1	complex; input	-	1.0
SCARB2	SYNJ2	complex; input	-	1.0
SCN5A	SNTA1	predicted	-	0.91
SCN5A	SPTB	complex; input	-	1.0
SCN5A	SPTBN5	complex; input	-	1.0
SCNN1A	SGK1	catalyzed by	<-	1.0
SCNN1A	TSC22D3	catalyzed by	<-	1.0
SDC2	SDC3	predicted	-	0.94
SDC2	VTN	complex; input	-	1.0
SEMA3A	SEMA3C	predicted	-	0.9
SEMA3C	SEMA3D	predicted	-	0.9
SEMA3C	SEMA4D	predicted	-	0.89
SEMA3E	SEMA4D	predicted	-	0.89
SEMA4D	SEMA7A	predicted	-	0.89
SERPINA1	SERPINA3	predicted	-	0.95
SERPINE1	SMAD3	GErel: expression by	<-	1.0
SERPINE1	VLDLR	activated by	<-	1.0
SERPINE1	VTN	complex; input	-	1.0
SFRP1	SOST	reaction	-	1.0
SFRP1	WNT7B	PPrel: inhibition	-|	1.0
SFRP1	WNT8B	PPrel: inhibition; inhibit	-|	1.0
SGK1	TSC22D3	complex	-	1.0
SH3KBP1	SPRY1	complex; input	-	1.0
SH3KBP1	STAM	complex; input	-	1.0
SH3KBP1	SYNJ1	complex; input; reaction	-	1.0
SH3KBP1	SYNJ2	complex; input	-	1.0
SH3KBP1	TGFA	complex; input	-	1.0
SH3KBP1	VLDLR	complex; input	-	1.0
SHC3	STAT4	complex; input	-	1.0
SIGIRR	TLR1	inhibite	-|	1.0
SIGIRR	TLR4	inhibite	-|	1.0
SIGIRR	TLR6	inhibit	-|	1.0
SIX1	SIX4	predicted	-	0.93
SKAP1	TFAP2C	expression regulated by	<-	1.0
SLC1A1	SLC1A3	predicted	-	0.94
SLC26A11	SLC26A4	predicted	-	0.94
SLC9A3R1	SLC9A3R2	predicted	-	0.95
SMAD3	SMAD6	PPrel: inhibited by	|-	1.0
SMAD3	SMAD7	GErel: expression; PPrel: inhibited by; activate; inhibite; inhibited by; input	|-	1.0
SMAD3	TCF7L2	expression regulated by	<-	1.0
SMAD3	TGFB2	PPrel: activated, indirect effect	<-	1.0
SMAD3	TGFB3	PPrel: activated, indirect effect	<-	1.0
SMAD3	VEGFA	expression regulates	->	1.0
SMAD3	ZEB1	predicted	-	0.92
SMAD3	ZEB2	predicted	-	0.91
SMAD6	SMAD7	predicted	-	0.96
SMAD6	TCF7L2	expression regulated by	<-	1.0
SMAD6	TGFB2	activated by	<-	1.0
SMPD1	TNFRSF1A	activated by	<-	1.0
SMPD1	TNFSF10	activated by	<-	1.0
SMPD3	TNFRSF1A	activated by; complex; input	<-	1.0
SNAI2	TCF7	GErel: expression by	<-	1.0
SNAI2	TCF7L2	GErel: expression by	<-	1.0
SNAI2	ZEB2	predicted	-	0.92
SOCS2	SOCS3	complex; input	-	1.0
SOCS2	STAT4	GErel: expression by	<-	1.0
SOCS3	STAT4	GErel: expression by	<-	1.0
SOST	WNT8B	inhibite	-|	1.0
SOX13	TCF7L2	complex; input	-	1.0
SOX4	TCF7	predicted	-	0.89
SOX4	TCF7L2	complex; input	-	1.0
SP140	ZEB1	expression regulated by	<-	1.0
SPINT1	ST14	predicted	-	0.93
SPRY1	STAM	complex; input	-	1.0
SPRY1	TGFA	catalyzed by; complex; input	<-	1.0
SQSTM1	TNFRSF1A	complex; input	-	1.0
SSTR1	SSTR2	predicted	-	0.97
STAM	SYNJ1	complex; input	-	1.0
STAM	SYNJ2	complex; input	-	1.0
STAM	TGFA	complex; input	-	1.0
STAT4	ZNF395	expression regulates	->	1.0
STX11	STXBP2	predicted	-	0.98
SUN2	SYNE1	complex; input	-	1.0
SYNJ1	SYNJ2	predicted	-	0.9
SYNJ1	SYT2	complex; input	-	1.0
SYNJ1	TGFA	complex; input	-	1.0
